year,event,session,reference_driver,reference_team,reference_lap_time,reference_lap_number,reference_top_speed_kmh,compare_driver,compare_team,compare_lap_time,compare_lap_number,compare_top_speed_kmh,gap_to_p1_s,sector_1_gap_s,sector_2_gap_s,sector_3_gap_s,biggest_loss
2019,French Grand Prix,Q,HAM,Mercedes,1:28.319,19.0,340.0,LEC,Ferrari,1:28.965,18.0,340.0,0.646,0.207,0.26,0.179,Sector 2
