year,event,session,reference_driver,reference_team,reference_lap_time,reference_lap_number,reference_top_speed_kmh,compare_driver,compare_team,compare_lap_time,compare_lap_number,compare_top_speed_kmh,gap_to_p1_s,sector_1_gap_s,sector_2_gap_s,sector_3_gap_s,biggest_loss
2019,Spanish Grand Prix,Q,BOT,Mercedes,1:15.406,14.0,320.0,HAM,Mercedes,1:16.038,8.0,317.0,0.632,0.158,0.24,0.234,Sector 2
