year,event,session,reference_driver,reference_team,reference_lap_time,reference_lap_number,reference_top_speed_kmh,compare_driver,compare_team,compare_lap_time,compare_lap_number,compare_top_speed_kmh,gap_to_p1_s,sector_1_gap_s,sector_2_gap_s,sector_3_gap_s,biggest_loss
2019,Monaco Grand Prix,Q,HAM,Mercedes,1:10.166,27.0,291.0,LEC,Ferrari,1:12.149,4.0,294.0,1.983,0.698,0.957,0.328,Sector 2
